OverallQual,TotalSF,LandContour,GarageCars,Heating,Functional,KitchenQual,Neighborhood,CentralAir,MSZoning,KitchenAbvGr,RoofMatl,Neighborhood,Fireplaces
6,2584,Lvl,1,GasA,Typ,Gd,SWISU,Y,RL,1,CompShg,SWISU,1
6,2020,Lvl,1,GasA,Typ,TA,BrkSide,Y,RM,1,CompShg,BrkSide,1
6,2432,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2580,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
8,2949,Lvl,3,GasA,Typ,Gd,Somerst,Y,RL,1,CompShg,Somerst,0
3,1886,Lvl,3,GasA,Typ,TA,OldTown,Y,RL,1,CompShg,OldTown,0
8,3240,HLS,2,GasA,Typ,Gd,Crawfor,Y,RM,1,CompShg,Crawfor,1
5,1536,Lvl,2,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1666,Lvl,0,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
4,1985,Lvl,2,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
7,2884,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,2784,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,2524,Lvl,1,GasA,Min2,TA,NAmes,Y,RL,1,CompShg,NAmes,0
4,1040,Lvl,2,Wall,Typ,TA,NAmes,N,RL,2,CompShg,NAmes,0
8,3688,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
6,2681,Bnk,2,GasA,Typ,Gd,BrkSide,Y,RL,1,CompShg,BrkSide,1
7,2955,Lvl,3,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
4,3067,Lvl,2,GasA,Typ,TA,OldTown,Y,RM,2,CompShg,OldTown,0
8,3734,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
5,2288,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,3688,Lvl,2,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,1
6,2124,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,2138,Lvl,2,GasA,Typ,TA,NPkVill,Y,RL,1,CompShg,NPkVill,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,0
6,2898,Lvl,2,GasA,Typ,Gd,Edwards,Y,RL,1,Tar&Grv,Edwards,1
5,2368,Lvl,1,GasA,Min1,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,2504,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
7,3350,Lvl,2,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,2
5,2471,Bnk,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,1592,Lvl,1,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,2
6,2880,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,2570,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,1916,Lvl,2,GasA,Typ,TA,NPkVill,Y,RL,1,CompShg,NPkVill,0
4,1624,Lvl,1,GasA,Typ,TA,OldTown,Y,RL,1,CompShg,OldTown,0
6,2728,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,2252,Low,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,1
6,2856,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,1
4,1728,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
8,3864,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2148,Lvl,2,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
7,2264,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,2759,Bnk,2,GasA,Min1,TA,Crawfor,Y,RL,1,CompShg,Crawfor,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,1
10,3024,Lvl,3,GasA,Typ,Ex,Somerst,Y,FV,1,CompShg,Somerst,1
6,1904,Lvl,1,Grav,Typ,Fa,BrkSide,N,RL,1,CompShg,BrkSide,1
7,2844,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,1727,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,2376,Lvl,1,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
8,3310,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
4,1906,Lvl,1,GasA,Min2,TA,Edwards,N,RL,1,CompShg,Edwards,0
5,1260,Lvl,0,GasA,Typ,Ex,MeadowV,Y,RM,1,CompShg,MeadowV,0
5,2688,Lvl,0,GasA,Typ,TA,NAmes,Y,RL,2,CompShg,NAmes,0
8,3151,Lvl,3,GasA,Typ,Ex,Somerst,Y,RL,1,CompShg,Somerst,1
5,1619,Lvl,2,GasA,Typ,TA,Edwards,Y,RM,1,CompShg,Edwards,0
5,2280,Lvl,0,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
7,2442,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
6,2600,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,3615,Lvl,2,GasA,Min1,TA,NWAmes,Y,RL,1,CompShg,NWAmes,2
7,3492,Lvl,1,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,2
5,2156,Lvl,1,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,2512,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
